date,leader,role,approve,disapprove,undecided,net,printings,agreeing,disputed,date_basis,label,first_issue,issues
1982-09-11,fraser,pm,36,49,15,-13,4,4,0,printed,"September 4, 11",1982-09-28,nla.obj-1364234744 nla.obj-1364437436 nla.obj-1445016463 nla.obj-1453280867
1982-09-11,hayden,opposition,50,30,20,20,3,3,0,printed,"September 4,11",1982-10-12,nla.obj-1362212561 nla.obj-1364234744 nla.obj-1453280867
1982-09-19,fraser,pm,39,48,13,-9,5,5,0,printed,"September 18, 19",1982-10-26,nla.obj-1364234744 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1453280867
1982-09-19,hayden,opposition,47,34,19,13,3,3,0,printed,"September 18,19",1982-10-12,nla.obj-1362212561 nla.obj-1364234744 nla.obj-1453280867
1982-09-26,fraser,pm,33,54,13,-21,5,5,0,printed,"September 25,26",1982-10-26,nla.obj-1364234744 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1453280867
1982-09-26,hayden,opposition,43,37,20,6,3,3,0,printed,"September 25,26",1982-10-12,nla.obj-1362212561 nla.obj-1364234744 nla.obj-1453280867
1982-10-09,fraser,pm,41,45,14,-4,7,7,0,printed,"October 2, 9",1982-10-26,nla.obj-1364234744 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1453280867 nla.obj-1453316205 nla.obj-1453683391
1982-10-09,hayden,opposition,44,36,20,8,3,3,0,printed,"October 2, 9",1982-10-26,nla.obj-1364234744 nla.obj-1453280867 nla.obj-1453683391
1982-10-23,fraser,pm,36,50,14,-14,7,7,0,printed,"Oct 16/23",1982-11-09,nla.obj-1314273548 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1453280867 nla.obj-1453316205 nla.obj-1453683391
1982-10-23,hayden,opposition,43,35,22,8,2,2,0,printed,"October 16,23",1982-11-09,nla.obj-1453280867 nla.obj-1453683391
1982-11-06,fraser,pm,38,47,15,-9,6,6,0,printed,"Oct 30/Nov 6",1982-11-23,nla.obj-1314273548 nla.obj-1364437436 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1453316205 nla.obj-1453683391
1982-11-06,hayden,opposition,42,36,22,6,1,1,0,printed,"Oct 30, Nov 6",1983-02-01,nla.obj-1453683391
1982-11-20,fraser,pm,37,49,14,-12,5,5,0,printed,"Nov 13/20",1982-12-07,nla.obj-1314273548 nla.obj-1377970390 nla.obj-1378009700 nla.obj-1453316205 nla.obj-1453683391
1982-11-20,hayden,opposition,41,36,23,5,1,1,0,printed,"Nov 13,20",1983-02-01,nla.obj-1453683391
1982-12-04,fraser,pm,33,53,14,-20,4,4,0,printed,"Nov 27/Dec 4",1982-12-21,nla.obj-1314273548 nla.obj-1378009700 nla.obj-1453316205 nla.obj-1453683391
1982-12-04,hayden,opposition,43,34,23,9,1,1,0,printed,"Nov 27, Dec 4",1983-02-01,nla.obj-1453683391
1982-12-18,fraser,pm,36,49,15,-13,3,3,0,printed,"Dec 11/18",1983-01-11,nla.obj-1314273548 nla.obj-1453316205 nla.obj-1453683391
1982-12-18,hayden,opposition,38,39,23,-1,1,1,0,printed,"Dec 11, 18",1983-02-01,nla.obj-1453683391
1983-01-15,fraser,pm,39,46,15,-7,2,2,0,printed,"Jan 8/15",1983-02-01,nla.obj-1314273548 nla.obj-1453683391
1983-01-15,hawke,other,62,19,19,43,4,4,0,month,"January",1983-05-03,nla.obj-1312369871 nla.obj-1314371540 nla.obj-1401699600 nla.obj-1923534194
1983-01-29,fraser,pm,38,46,16,-8,1,1,0,printed,"Jan 22/29",1983-02-15,nla.obj-1314273548
1983-02-06,hawke,opposition,53,24,23,29,4,4,0,printed,"February 5/6",1983-04-19,nla.obj-1311899419 nla.obj-1312369871 nla.obj-1314371540 nla.obj-1923534194
1983-02-13,hawke,opposition,50,22,28,28,5,5,0,printed,"February 12/13",1983-04-19,nla.obj-1311899419 nla.obj-1312369871 nla.obj-1314371540 nla.obj-1401699600 nla.obj-1923534194
1983-02-20,hawke,opposition,54,22,24,32,4,4,0,printed,"February 19/20",1983-04-19,nla.obj-1311899419 nla.obj-1312369871 nla.obj-1314371540 nla.obj-1923534194
1983-02-27,hawke,opposition,58,24,18,34,5,5,0,printed,"February 26/27",1983-04-19,nla.obj-1311899419 nla.obj-1312369871 nla.obj-1314371540 nla.obj-1401699600 nla.obj-1923534194
1983-03-05,hawke,opposition,55,24,21,31,3,3,0,printed,"March 5 (Elect day)",1983-04-19,nla.obj-1311899419 nla.obj-1314371540 nla.obj-1401699600
1983-03-19,hawke,pm,54,11,35,43,6,6,0,printed,"March 12/19",1983-04-19,nla.obj-1249545124 nla.obj-1311899419 nla.obj-1314371540 nla.obj-1314392584 nla.obj-1401699600 nla.obj-1453497372
1983-03-20,peacock,opposition,41,14,45,27,5,5,0,printed,"March 19/20,1983",1983-04-19,nla.obj-1311899419 nla.obj-1312369871 nla.obj-1314371540 nla.obj-1314392584 nla.obj-1923534194
1983-04-02,hawke,pm,57,9,34,48,2,2,0,printed,"March 26/April 2",1983-04-19,nla.obj-1311899419 nla.obj-1314392584
